Method,Exam_Score,Bug Type
sbfl tarantula,0.00639048038784,Artificial
sbfl ochiai,0.00639048038784,Artificial
mbfl muse,0.000847457627119,Artificial
mbfl ochiai,0.000847457627119,Artificial
sbfl opt2,0.0122881355932,Artificial
sbfl dstar2,0.0122881355932,Artificial
sbfl barinel,0.0122881355932,Artificial
sbfl tarantula,0.0122881355932,Artificial
sbfl ochiai,0.0122881355932,Artificial
mbfl muse,0.00228310502283,Artificial
mbfl ochiai,0.00570776255708,Artificial
sbfl opt2,0.00456621004566,Artificial
sbfl dstar2,0.00456621004566,Artificial
sbfl barinel,0.00456621004566,Artificial
sbfl tarantula,0.00456621004566,Artificial
sbfl ochiai,0.00456621004566,Artificial
mbfl muse,0.000481000481,Artificial
mbfl ochiai,0.0012025012025,Artificial
sbfl opt2,0.0026455026455,Artificial
sbfl dstar2,0.0026455026455,Artificial
sbfl barinel,0.00865800865801,Artificial
sbfl tarantula,0.00865800865801,Artificial
sbfl ochiai,0.0026455026455,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000271886895052,Artificial
sbfl opt2,0.000407830342577,Artificial
sbfl dstar2,0.000407830342577,Artificial
sbfl barinel,0.000407830342577,Artificial
sbfl tarantula,0.000407830342577,Artificial
sbfl ochiai,0.000407830342577,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000679717237629,Artificial
sbfl opt2,0.000271886895052,Artificial
sbfl dstar2,0.000271886895052,Artificial
sbfl barinel,0.000271886895052,Artificial
sbfl tarantula,0.000271886895052,Artificial
sbfl ochiai,0.000271886895052,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000543773790103,Artificial
sbfl opt2,0.000543773790103,Artificial
sbfl dstar2,0.000543773790103,Artificial
sbfl barinel,0.000543773790103,Artificial
sbfl tarantula,0.000543773790103,Artificial
sbfl ochiai,0.000543773790103,Artificial
mbfl muse,0.575992387167,Artificial
mbfl ochiai,0.00122349102773,Artificial
sbfl opt2,0.000407830342577,Artificial
sbfl dstar2,0.000407830342577,Artificial
sbfl barinel,0.000407830342577,Artificial
sbfl tarantula,0.000407830342577,Artificial
sbfl ochiai,0.000407830342577,Artificial
mbfl muse,0.00714285714286,Artificial
mbfl ochiai,0.0392857142857,Artificial
sbfl opt2,0.0357142857143,Artificial
sbfl dstar2,0.0357142857143,Artificial
sbfl barinel,0.0357142857143,Artificial
sbfl tarantula,0.0357142857143,Artificial
sbfl ochiai,0.0357142857143,Artificial
mbfl muse,0.789755351682,Real
mbfl ochiai,0.789755351682,Real
sbfl opt2,0.80377166157,Real
sbfl dstar2,0.80377166157,Real
sbfl barinel,0.80377166157,Real
sbfl tarantula,0.80377166157,Real
sbfl ochiai,0.80377166157,Real
mbfl muse,0.000544662309368,Real
mbfl ochiai,0.00326797385621,Real
sbfl opt2,0.0157952069717,Real
sbfl dstar2,0.0157952069717,Real
sbfl barinel,0.0157952069717,Real
sbfl tarantula,0.0157952069717,Real
sbfl ochiai,0.0157952069717,Real
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000407830342577,Artificial
sbfl opt2,0.000271886895052,Artificial
sbfl dstar2,0.000271886895052,Artificial
sbfl barinel,0.000271886895052,Artificial
sbfl tarantula,0.000271886895052,Artificial
sbfl ochiai,0.000271886895052,Artificial
mbfl muse,0.293020679468,Artificial
mbfl ochiai,0.0096011816839,Artificial
sbfl opt2,0.0204948301329,Artificial
sbfl dstar2,0.0204948301329,Artificial
sbfl barinel,0.0204948301329,Artificial
sbfl tarantula,0.0204948301329,Artificial
sbfl ochiai,0.0204948301329,Artificial
mbfl muse,0.0344827586207,Artificial
mbfl ochiai,0.00862068965517,Artificial
sbfl opt2,0.0474137931034,Artificial
sbfl dstar2,0.0474137931034,Artificial
sbfl barinel,0.0474137931034,Artificial
sbfl tarantula,0.0474137931034,Artificial
sbfl ochiai,0.0474137931034,Artificial
mbfl muse,0.218899521531,Artificial
mbfl ochiai,0.00299043062201,Artificial
sbfl opt2,0.764354066986,Artificial
sbfl dstar2,0.764354066986,Artificial
sbfl barinel,0.764354066986,Artificial
sbfl tarantula,0.764354066986,Artificial
sbfl ochiai,0.764354066986,Artificial
mbfl muse,0.000696864111498,Artificial
mbfl ochiai,0.000696864111498,Artificial
sbfl opt2,0.00348432055749,Artificial
sbfl dstar2,0.00348432055749,Artificial
sbfl barinel,0.00418118466899,Artificial
sbfl tarantula,0.00418118466899,Artificial
sbfl ochiai,0.00348432055749,Artificial
mbfl muse,0.00227272727273,Artificial
mbfl ochiai,0.00340909090909,Artificial
sbfl opt2,0.0102272727273,Artificial
sbfl dstar2,0.0102272727273,Artificial
sbfl barinel,0.0102272727273,Artificial
sbfl tarantula,0.0102272727273,Artificial
sbfl ochiai,0.0102272727273,Artificial
mbfl muse,0.00227272727273,Artificial
mbfl ochiai,0.0102272727273,Artificial
sbfl opt2,0.00795454545455,Artificial
sbfl dstar2,0.00795454545455,Artificial
sbfl barinel,0.00795454545455,Artificial
sbfl tarantula,0.00795454545455,Artificial
sbfl ochiai,0.00795454545455,Artificial
mbfl muse,0.315277777778,Artificial
mbfl ochiai,0.0388888888889,Artificial
sbfl opt2,0.0458333333333,Artificial
sbfl dstar2,0.0458333333333,Artificial
sbfl barinel,0.118055555556,Artificial
sbfl tarantula,0.118055555556,Artificial
sbfl ochiai,0.0458333333333,Artificial
mbfl muse,0.284169124877,Real
mbfl ochiai,0.288593903638,Real
sbfl opt2,0.000491642084562,Real
sbfl dstar2,0.000491642084562,Real
sbfl barinel,0.000491642084562,Real
sbfl tarantula,0.000491642084562,Real
sbfl ochiai,0.000491642084562,Real
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000543773790103,Artificial
sbfl opt2,0.000679717237629,Artificial
sbfl dstar2,0.000679717237629,Artificial
sbfl barinel,0.000679717237629,Artificial
sbfl tarantula,0.000679717237629,Artificial
sbfl ochiai,0.000679717237629,Artificial
mbfl muse,0.294771968854,Artificial
mbfl ochiai,0.00194660734149,Artificial
sbfl opt2,0.00194660734149,Artificial
sbfl dstar2,0.00194660734149,Artificial
sbfl barinel,0.00222469410456,Artificial
sbfl tarantula,0.00222469410456,Artificial
sbfl ochiai,0.00194660734149,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000543773790103,Artificial
sbfl opt2,0.000679717237629,Artificial
sbfl dstar2,0.000679717237629,Artificial
sbfl barinel,0.000679717237629,Artificial
sbfl tarantula,0.000679717237629,Artificial
sbfl ochiai,0.000679717237629,Artificial
mbfl muse,0.00110180696342,Artificial
mbfl ochiai,0.00286469810489,Artificial
sbfl opt2,0.264874394006,Artificial
sbfl dstar2,0.327016306743,Artificial
sbfl barinel,0.327016306743,Artificial
sbfl tarantula,0.327016306743,Artificial
sbfl ochiai,0.327016306743,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000407830342577,Artificial
sbfl opt2,0.000407830342577,Artificial
sbfl dstar2,0.000407830342577,Artificial
sbfl barinel,0.000407830342577,Artificial
sbfl tarantula,0.000407830342577,Artificial
sbfl ochiai,0.000407830342577,Artificial
mbfl muse,0.00104529616725,Artificial
mbfl ochiai,0.000522648083624,Artificial
sbfl opt2,0.00435540069686,Artificial
sbfl dstar2,0.00435540069686,Artificial
sbfl barinel,0.0120209059233,Artificial
sbfl tarantula,0.0120209059233,Artificial
sbfl ochiai,0.00574912891986,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000543773790103,Artificial
sbfl opt2,0.000679717237629,Artificial
sbfl dstar2,0.000679717237629,Artificial
sbfl barinel,0.000679717237629,Artificial
sbfl tarantula,0.000679717237629,Artificial
sbfl ochiai,0.000679717237629,Artificial
mbfl muse,0.290277777778,Artificial
mbfl ochiai,0.000694444444444,Artificial
sbfl opt2,0.00190972222222,Artificial
sbfl dstar2,0.00190972222222,Artificial
sbfl barinel,0.00208333333333,Artificial
sbfl tarantula,0.00208333333333,Artificial
sbfl ochiai,0.00190972222222,Artificial
mbfl muse,0.422125668449,Artificial
mbfl ochiai,0.0173796791444,Artificial
sbfl opt2,0.0100267379679,Artificial
sbfl dstar2,0.0100267379679,Artificial
sbfl barinel,0.139037433155,Artificial
sbfl tarantula,0.139037433155,Artificial
sbfl ochiai,0.0100267379679,Artificial
mbfl muse,0.00714285714286,Artificial
mbfl ochiai,0.00714285714286,Artificial
sbfl opt2,0.025,Artificial
sbfl dstar2,0.025,Artificial
sbfl barinel,0.0321428571429,Artificial
sbfl tarantula,0.0321428571429,Artificial
sbfl ochiai,0.025,Artificial
mbfl muse,0.00227272727273,Artificial
mbfl ochiai,0.00681818181818,Artificial
sbfl opt2,0.0170454545455,Artificial
sbfl dstar2,0.0170454545455,Artificial
sbfl barinel,0.0170454545455,Artificial
sbfl tarantula,0.0170454545455,Artificial
sbfl ochiai,0.0170454545455,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000271886895052,Artificial
sbfl opt2,0.00176726481784,Artificial
sbfl dstar2,0.00176726481784,Artificial
sbfl barinel,0.00176726481784,Artificial
sbfl tarantula,0.00176726481784,Artificial
sbfl ochiai,0.00176726481784,Artificial
mbfl muse,0.293020679468,Artificial
mbfl ochiai,0.0096011816839,Artificial
sbfl opt2,0.0204948301329,Artificial
sbfl dstar2,0.0204948301329,Artificial
sbfl barinel,0.0204948301329,Artificial
sbfl tarantula,0.0204948301329,Artificial
sbfl ochiai,0.0204948301329,Artificial
mbfl muse,0.0258620689655,Artificial
mbfl ochiai,0.0258620689655,Artificial
sbfl opt2,0.0258620689655,Artificial
sbfl dstar2,0.0258620689655,Artificial
sbfl barinel,0.0603448275862,Artificial
sbfl tarantula,0.0603448275862,Artificial
sbfl ochiai,0.0258620689655,Artificial
mbfl muse,0.00277777777778,Artificial
mbfl ochiai,0.0138888888889,Artificial
sbfl opt2,0.0708333333333,Artificial
sbfl dstar2,0.0708333333333,Artificial
sbfl barinel,0.0708333333333,Artificial
sbfl tarantula,0.0708333333333,Artificial
sbfl ochiai,0.0708333333333,Artificial
mbfl muse,0.294771968854,Artificial
mbfl ochiai,0.00111234705228,Artificial
sbfl opt2,0.00194660734149,Artificial
sbfl dstar2,0.00194660734149,Artificial
sbfl barinel,0.00222469410456,Artificial
sbfl tarantula,0.00222469410456,Artificial
sbfl ochiai,0.00194660734149,Artificial
mbfl muse,0.00268096514745,Artificial
mbfl ochiai,0.00268096514745,Artificial
sbfl opt2,0.00268096514745,Artificial
sbfl dstar2,0.00268096514745,Artificial
sbfl barinel,0.00268096514745,Artificial
sbfl tarantula,0.00268096514745,Artificial
sbfl ochiai,0.00268096514745,Artificial
mbfl muse,0.00277777777778,Artificial
mbfl ochiai,0.00416666666667,Artificial
sbfl opt2,0.0388888888889,Artificial
sbfl dstar2,0.0388888888889,Artificial
sbfl barinel,0.0888888888889,Artificial
sbfl tarantula,0.0888888888889,Artificial
sbfl ochiai,0.0388888888889,Artificial
mbfl muse,0.298863636364,Artificial
mbfl ochiai,0.00340909090909,Artificial
sbfl opt2,0.0102272727273,Artificial
sbfl dstar2,0.0102272727273,Artificial
sbfl barinel,0.0102272727273,Artificial
sbfl tarantula,0.0102272727273,Artificial
sbfl ochiai,0.0102272727273,Artificial
mbfl muse,0.00227272727273,Artificial
mbfl ochiai,0.00795454545455,Artificial
sbfl opt2,0.00681818181818,Artificial
sbfl dstar2,0.00681818181818,Artificial
sbfl barinel,0.00681818181818,Artificial
sbfl tarantula,0.00681818181818,Artificial
sbfl ochiai,0.00681818181818,Artificial
mbfl muse,0.00227272727273,Artificial
mbfl ochiai,0.00795454545455,Artificial
sbfl opt2,0.00454545454545,Artificial
sbfl dstar2,0.00454545454545,Artificial
sbfl barinel,0.00454545454545,Artificial
sbfl tarantula,0.00454545454545,Artificial
sbfl ochiai,0.00454545454545,Artificial
mbfl muse,0.000815660685155,Artificial
mbfl ochiai,0.00135943447526,Artificial
sbfl opt2,0.00163132137031,Artificial
sbfl dstar2,0.00163132137031,Artificial
sbfl barinel,0.00462207721588,Artificial
sbfl tarantula,0.00462207721588,Artificial
sbfl ochiai,0.00163132137031,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000543773790103,Artificial
sbfl opt2,0.000543773790103,Artificial
sbfl dstar2,0.000543773790103,Artificial
sbfl barinel,0.000543773790103,Artificial
sbfl tarantula,0.000543773790103,Artificial
sbfl ochiai,0.000543773790103,Artificial
mbfl muse,0.335714285714,Artificial
mbfl ochiai,0.0392857142857,Artificial
sbfl opt2,0.0357142857143,Artificial
sbfl dstar2,0.0357142857143,Artificial
sbfl barinel,0.0357142857143,Artificial
sbfl tarantula,0.0357142857143,Artificial
sbfl ochiai,0.0357142857143,Artificial
mbfl muse,0.00302480338778,Real
mbfl ochiai,0.000604960677556,Real
sbfl opt2,0.00423472474289,Real
sbfl dstar2,0.00423472474289,Real
sbfl barinel,0.0120992135511,Real
sbfl tarantula,0.0120992135511,Real
sbfl ochiai,0.0120992135511,Real
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000679717237629,Artificial
sbfl opt2,0.000271886895052,Artificial
sbfl dstar2,0.000271886895052,Artificial
sbfl barinel,0.000271886895052,Artificial
sbfl tarantula,0.000271886895052,Artificial
sbfl ochiai,0.000271886895052,Artificial
mbfl muse,0.000685871056241,Artificial
mbfl ochiai,0.000685871056241,Artificial
sbfl opt2,0.00891632373114,Artificial
sbfl dstar2,0.0116598079561,Artificial
sbfl barinel,0.0631001371742,Artificial
sbfl tarantula,0.0631001371742,Artificial
sbfl ochiai,0.0150891632373,Artificial
mbfl muse,0.335714285714,Artificial
mbfl ochiai,0.0392857142857,Artificial
sbfl opt2,0.0428571428571,Artificial
sbfl dstar2,0.0428571428571,Artificial
sbfl barinel,0.0428571428571,Artificial
sbfl tarantula,0.0428571428571,Artificial
sbfl ochiai,0.0428571428571,Artificial
mbfl muse,0.00862068965517,Artificial
mbfl ochiai,0.00862068965517,Artificial
sbfl opt2,0.0215517241379,Artificial
sbfl dstar2,0.0215517241379,Artificial
sbfl barinel,0.0215517241379,Artificial
sbfl tarantula,0.0215517241379,Artificial
sbfl ochiai,0.0215517241379,Artificial
mbfl muse,0.330607476636,Real
mbfl ochiai,0.00700934579439,Real
sbfl opt2,0.00584112149533,Real
sbfl dstar2,0.00584112149533,Real
sbfl barinel,0.00584112149533,Real
sbfl tarantula,0.00584112149533,Real
sbfl ochiai,0.00584112149533,Real
mbfl muse,0.241379310345,Artificial
mbfl ochiai,0.0172413793103,Artificial
sbfl opt2,0.0387931034483,Artificial
sbfl dstar2,0.0387931034483,Artificial
sbfl barinel,0.0474137931034,Artificial
sbfl tarantula,0.0474137931034,Artificial
sbfl ochiai,0.0387931034483,Artificial
mbfl muse,0.00228310502283,Real
mbfl ochiai,0.00456621004566,Real
sbfl opt2,0.00456621004566,Real
sbfl dstar2,0.00456621004566,Real
sbfl barinel,0.00456621004566,Real
sbfl tarantula,0.00456621004566,Real
sbfl ochiai,0.00456621004566,Real
mbfl muse,0.237068965517,Artificial
mbfl ochiai,0.0172413793103,Artificial
sbfl opt2,0.0344827586207,Artificial
sbfl dstar2,0.0344827586207,Artificial
sbfl barinel,0.0431034482759,Artificial
sbfl tarantula,0.0431034482759,Artificial
sbfl ochiai,0.0344827586207,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000407830342577,Artificial
sbfl opt2,0.000407830342577,Artificial
sbfl dstar2,0.000407830342577,Artificial
sbfl barinel,0.000407830342577,Artificial
sbfl tarantula,0.000407830342577,Artificial
sbfl ochiai,0.000407830342577,Artificial
mbfl muse,0.00694444444444,Artificial
mbfl ochiai,0.0194444444444,Artificial
sbfl opt2,0.0486111111111,Artificial
sbfl dstar2,0.0486111111111,Artificial
sbfl barinel,0.109722222222,Artificial
sbfl tarantula,0.109722222222,Artificial
sbfl ochiai,0.0819444444444,Artificial
mbfl muse,0.29335307667,Artificial
mbfl ochiai,0.0103652517275,Artificial
sbfl opt2,0.0123395853899,Artificial
sbfl dstar2,0.0123395853899,Artificial
sbfl barinel,0.0123395853899,Artificial
sbfl tarantula,0.0123395853899,Artificial
sbfl ochiai,0.0123395853899,Artificial
mbfl muse,0.00862068965517,Artificial
mbfl ochiai,0.00862068965517,Artificial
sbfl opt2,0.0172413793103,Artificial
sbfl dstar2,0.0172413793103,Artificial
sbfl barinel,0.0172413793103,Artificial
sbfl tarantula,0.0172413793103,Artificial
sbfl ochiai,0.0172413793103,Artificial
mbfl muse,0.245689655172,Artificial
mbfl ochiai,0.0301724137931,Artificial
sbfl opt2,0.137931034483,Artificial
sbfl dstar2,0.137931034483,Artificial
sbfl barinel,0.137931034483,Artificial
sbfl tarantula,0.137931034483,Artificial
sbfl ochiai,0.137931034483,Artificial
mbfl muse,0.000604960677556,Artificial
mbfl ochiai,0.00120992135511,Artificial
sbfl opt2,0.00120992135511,Artificial
sbfl dstar2,0.00120992135511,Artificial
sbfl barinel,0.00120992135511,Artificial
sbfl tarantula,0.00120992135511,Artificial
sbfl ochiai,0.00120992135511,Artificial
mbfl muse,0.335714285714,Artificial
mbfl ochiai,0.0392857142857,Artificial
sbfl opt2,0.0357142857143,Artificial
sbfl dstar2,0.0357142857143,Artificial
sbfl barinel,0.0357142857143,Artificial
sbfl tarantula,0.0357142857143,Artificial
sbfl ochiai,0.0357142857143,Artificial
mbfl muse,0.00302114803625,Artificial
mbfl ochiai,0.00453172205438,Artificial
sbfl opt2,0.00604229607251,Artificial
sbfl dstar2,0.00604229607251,Artificial
sbfl barinel,0.0332326283988,Artificial
sbfl tarantula,0.0332326283988,Artificial
sbfl ochiai,0.00604229607251,Artificial
mbfl muse,0.335714285714,Artificial
mbfl ochiai,0.0285714285714,Artificial
sbfl opt2,0.0285714285714,Artificial
sbfl dstar2,0.0285714285714,Artificial
sbfl barinel,0.0285714285714,Artificial
sbfl tarantula,0.0285714285714,Artificial
sbfl ochiai,0.0285714285714,Artificial
mbfl muse,0.0012836970475,Artificial
mbfl ochiai,0.0012836970475,Artificial
sbfl opt2,0.00513478818999,Artificial
sbfl dstar2,0.00513478818999,Artificial
sbfl barinel,0.0205391527599,Artificial
sbfl tarantula,0.0205391527599,Artificial
sbfl ochiai,0.00513478818999,Artificial
mbfl muse,0.298863636364,Artificial
mbfl ochiai,0.00227272727273,Artificial
sbfl opt2,0.00795454545455,Artificial
sbfl dstar2,0.00795454545455,Artificial
sbfl barinel,0.00795454545455,Artificial
sbfl tarantula,0.00795454545455,Artificial
sbfl ochiai,0.00795454545455,Artificial
mbfl muse,0.278350515464,Artificial
mbfl ochiai,0.0085910652921,Artificial
sbfl opt2,0.0085910652921,Artificial
sbfl dstar2,0.0085910652921,Artificial
sbfl barinel,0.0085910652921,Artificial
sbfl tarantula,0.0085910652921,Artificial
sbfl ochiai,0.0085910652921,Artificial
mbfl muse,0.290277777778,Artificial
mbfl ochiai,0.00277777777778,Artificial
sbfl opt2,0.00260416666667,Artificial
sbfl dstar2,0.00260416666667,Artificial
sbfl barinel,0.00260416666667,Artificial
sbfl tarantula,0.00260416666667,Artificial
sbfl ochiai,0.00260416666667,Artificial
mbfl muse,0.0102040816327,Artificial
mbfl ochiai,0.0510204081633,Artificial
sbfl opt2,0.0357142857143,Artificial
sbfl dstar2,0.0357142857143,Artificial
sbfl barinel,0.0357142857143,Artificial
sbfl tarantula,0.0357142857143,Artificial
sbfl ochiai,0.0357142857143,Artificial
mbfl muse,0.00268096514745,Artificial
mbfl ochiai,0.00268096514745,Artificial
sbfl opt2,0.00268096514745,Artificial
sbfl dstar2,0.00268096514745,Artificial
sbfl barinel,0.00268096514745,Artificial
sbfl tarantula,0.00268096514745,Artificial
sbfl ochiai,0.00268096514745,Artificial
mbfl muse,0.292414355628,Artificial
mbfl ochiai,0.000679717237629,Artificial
sbfl opt2,0.000271886895052,Artificial
sbfl dstar2,0.000271886895052,Artificial
sbfl barinel,0.000271886895052,Artificial
sbfl tarantula,0.000271886895052,Artificial
sbfl ochiai,0.000271886895052,Artificial
mbfl muse,0.00862068965517,Artificial
mbfl ochiai,0.0387931034483,Artificial
sbfl opt2,0.0689655172414,Artificial
sbfl dstar2,0.0689655172414,Artificial
sbfl barinel,0.0689655172414,Artificial
sbfl tarantula,0.0689655172414,Artificial
sbfl ochiai,0.0689655172414,Artificial
mbfl muse,0.00256739409499,Artificial
mbfl ochiai,0.0012836970475,Artificial
sbfl opt2,0.00834403080873,Artificial
sbfl dstar2,0.00834403080873,Artificial
sbfl barinel,0.00834403080873,Artificial
sbfl tarantula,0.00834403080873,Artificial
sbfl ochiai,0.00834403080873,Artificial
mbfl muse,0.00228832951945,Artificial
mbfl ochiai,0.0045766590389,Artificial
sbfl opt2,0.00686498855835,Artificial
sbfl dstar2,0.00686498855835,Artificial
sbfl barinel,0.210526315789,Artificial
sbfl tarantula,0.210526315789,Artificial
sbfl ochiai,0.00686498855835,Artificial
mbfl muse,0.0166666666667,Artificial
mbfl ochiai,0.05,Artificial
sbfl opt2,0.0833333333333,Artificial
sbfl dstar2,0.0833333333333,Artificial
sbfl barinel,0.0833333333333,Artificial
sbfl tarantula,0.0833333333333,Artificial
sbfl ochiai,0.0833333333333,Artificial
mbfl muse,0.00714285714286,Artificial
mbfl ochiai,0.0321428571429,Artificial
sbfl opt2,0.0321428571429,Artificial
sbfl dstar2,0.0321428571429,Artificial
sbfl barinel,0.0321428571429,Artificial
sbfl tarantula,0.0321428571429,Artificial
sbfl ochiai,0.0321428571429,Artificial
mbfl muse,0.29335307667,Artificial
mbfl ochiai,0.0103652517275,Artificial
sbfl opt2,0.0123395853899,Artificial
sbfl dstar2,0.0123395853899,Artificial
sbfl barinel,0.0123395853899,Artificial
sbfl tarantula,0.0123395853899,Artificial
sbfl ochiai,0.0123395853899,Artificial
mbfl muse,0.289106671692,Artificial
mbfl ochiai,0.00998869204674,Artificial
sbfl opt2,0.00998869204674,Artificial
sbfl dstar2,0.00998869204674,Artificial
sbfl barinel,0.00998869204674,Artificial
sbfl tarantula,0.00998869204674,Artificial
sbfl ochiai,0.00998869204674,Artificial
mbfl muse,0.710526315789,Real
mbfl ochiai,0.710526315789,Real
sbfl opt2,0.758971291866,Real
sbfl dstar2,0.758971291866,Real
sbfl barinel,0.758971291866,Real
sbfl tarantula,0.758971291866,Real
sbfl ochiai,0.758971291866,Real
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000679717237629,Artificial
sbfl opt2,0.000271886895052,Artificial
sbfl dstar2,0.000271886895052,Artificial
sbfl barinel,0.000271886895052,Artificial
sbfl tarantula,0.000271886895052,Artificial
sbfl ochiai,0.000271886895052,Artificial
mbfl muse,0.0194444444444,Artificial
mbfl ochiai,0.0166666666667,Artificial
sbfl opt2,0.0944444444444,Artificial
sbfl dstar2,0.0944444444444,Artificial
sbfl barinel,0.0944444444444,Artificial
sbfl tarantula,0.0944444444444,Artificial
sbfl ochiai,0.0944444444444,Artificial
mbfl muse,0.00555555555556,Artificial
mbfl ochiai,0.025,Artificial
sbfl opt2,0.0875,Artificial
sbfl dstar2,0.0875,Artificial
sbfl barinel,0.0875,Artificial
sbfl tarantula,0.0875,Artificial
sbfl ochiai,0.0875,Artificial
mbfl muse,0.0172413793103,Artificial
mbfl ochiai,0.0172413793103,Artificial
sbfl opt2,0.0431034482759,Artificial
sbfl dstar2,0.0431034482759,Artificial
sbfl barinel,0.051724137931,Artificial
sbfl tarantula,0.051724137931,Artificial
sbfl ochiai,0.0431034482759,Artificial
mbfl muse,0.000347222222222,Artificial
mbfl ochiai,0.000347222222222,Artificial
sbfl opt2,0.00190972222222,Artificial
sbfl dstar2,0.00190972222222,Artificial
sbfl barinel,0.00208333333333,Artificial
sbfl tarantula,0.00208333333333,Artificial
sbfl ochiai,0.00190972222222,Artificial
mbfl muse,0.315277777778,Artificial
mbfl ochiai,0.0986111111111,Artificial
sbfl opt2,0.0708333333333,Artificial
sbfl dstar2,0.0708333333333,Artificial
sbfl barinel,0.0708333333333,Artificial
sbfl tarantula,0.0708333333333,Artificial
sbfl ochiai,0.0708333333333,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000543773790103,Artificial
sbfl opt2,0.000407830342577,Artificial
sbfl dstar2,0.000407830342577,Artificial
sbfl barinel,0.000407830342577,Artificial
sbfl tarantula,0.000407830342577,Artificial
sbfl ochiai,0.000407830342577,Artificial
mbfl muse,0.290277777778,Artificial
mbfl ochiai,0.003125,Artificial
sbfl opt2,0.00416666666667,Artificial
sbfl dstar2,0.00416666666667,Artificial
sbfl barinel,0.00416666666667,Artificial
sbfl tarantula,0.00416666666667,Artificial
sbfl ochiai,0.00416666666667,Artificial
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000815660685155,Artificial
sbfl opt2,0.000407830342577,Artificial
sbfl dstar2,0.000407830342577,Artificial
sbfl barinel,0.000407830342577,Artificial
sbfl tarantula,0.000407830342577,Artificial
sbfl ochiai,0.000407830342577,Artificial
mbfl muse,0.00714285714286,Artificial
mbfl ochiai,0.0178571428571,Artificial
sbfl opt2,0.0142857142857,Artificial
sbfl dstar2,0.0142857142857,Artificial
sbfl barinel,0.0142857142857,Artificial
sbfl tarantula,0.0142857142857,Artificial
sbfl ochiai,0.0142857142857,Artificial
mbfl muse,0.00198609731877,Artificial
mbfl ochiai,0.00347567030785,Artificial
sbfl opt2,0.0238331678252,Artificial
sbfl dstar2,0.0238331678252,Artificial
sbfl barinel,0.102284011917,Artificial
sbfl tarantula,0.102284011917,Artificial
sbfl ochiai,0.0238331678252,Artificial
mbfl muse,0.00277777777778,Artificial
mbfl ochiai,0.0138888888889,Artificial
sbfl opt2,0.0638888888889,Artificial
sbfl dstar2,0.0638888888889,Artificial
sbfl barinel,0.0638888888889,Artificial
sbfl tarantula,0.0638888888889,Artificial
sbfl ochiai,0.0638888888889,Artificial
mbfl muse,0.00934579439252,Artificial
mbfl ochiai,0.0233644859813,Artificial
sbfl opt2,0.0233644859813,Artificial
sbfl dstar2,0.0233644859813,Artificial
sbfl barinel,0.0233644859813,Artificial
sbfl tarantula,0.0233644859813,Artificial
sbfl ochiai,0.0233644859813,Artificial
mbfl muse,0.00104166666667,Artificial
mbfl ochiai,0.00711805555556,Artificial
sbfl opt2,0.0178819444444,Artificial
sbfl dstar2,0.0178819444444,Artificial
sbfl barinel,0.0178819444444,Artificial
sbfl tarantula,0.0178819444444,Artificial
sbfl ochiai,0.0178819444444,Artificial
mbfl muse,0.00862068965517,Artificial
mbfl ochiai,0.0387931034483,Artificial
sbfl opt2,0.0689655172414,Artificial
sbfl dstar2,0.0689655172414,Artificial
sbfl barinel,0.0689655172414,Artificial
sbfl tarantula,0.0689655172414,Artificial
sbfl ochiai,0.0689655172414,Artificial
mbfl muse,0.000881445570736,Artificial
mbfl ochiai,0.00352578228294,Artificial
sbfl opt2,0.0055090348171,Artificial
sbfl dstar2,0.0055090348171,Artificial
sbfl barinel,0.0220361392684,Artificial
sbfl tarantula,0.0220361392684,Artificial
sbfl ochiai,0.0055090348171,Artificial
mbfl muse,0.0215053763441,Artificial
mbfl ochiai,0.0430107526882,Artificial
sbfl opt2,0.801075268817,Artificial
sbfl dstar2,0.801075268817,Artificial
sbfl barinel,0.801075268817,Artificial
sbfl tarantula,0.801075268817,Artificial
sbfl ochiai,0.801075268817,Artificial
mbfl muse,0.0151057401813,Real
mbfl ochiai,0.012084592145,Real
sbfl opt2,0.0377643504532,Real
sbfl dstar2,0.0377643504532,Real
sbfl barinel,0.0377643504532,Real
sbfl tarantula,0.0377643504532,Real
sbfl ochiai,0.0377643504532,Real
mbfl muse,0.000271886895052,Artificial
mbfl ochiai,0.000679717237629,Artificial
sbfl opt2,0.000271886895052,Artificial
